hakata,wd,06,34
hakata,wd,06,57
hakata,wd,07,16
hakata,wd,07,33
hakata,wd,07,41
hakata,wd,07,55
hakata,wd,08,04
hakata,wd,08,13
hakata,wd,08,26
hakata,wd,08,35
hakata,wd,08,49
hakata,wd,08,56
hakata,wd,09,03
hakata,wd,09,10
hakata,wd,09,24
hakata,wd,09,36
hakata,wd,09,43
hakata,wd,09,54
hakata,wd,10,03
hakata,wd,10,09
hakata,wd,10,20
hakata,wd,10,31
hakata,wd,10,36
hakata,wd,10,49
hakata,wd,10,54
hakata,wd,11,09
hakata,wd,11,14
hakata,wd,11,18
hakata,wd,11,30
hakata,wd,11,43
hakata,wd,11,47
hakata,wd,11,54
hakata,wd,12,07
hakata,wd,12,14
hakata,wd,12,30
hakata,wd,12,34
hakata,wd,12,44
hakata,wd,12,54
hakata,wd,13,14
hakata,wd,13,34
hakata,wd,13,43
hakata,wd,13,54
hakata,wd,14,14
hakata,wd,14,34
hakata,wd,14,43
hakata,wd,14,54
hakata,wd,15,14
hakata,wd,15,34
hakata,wd,15,43
hakata,wd,15,54
hakata,wd,16,14
hakata,wd,16,34
hakata,wd,16,43
hakata,wd,16,54
hakata,wd,17,14
hakata,wd,17,34
hakata,wd,17,43
hakata,wd,17,54
hakata,wd,18,07
hakata,wd,18,14
hakata,wd,18,25
hakata,wd,18,34
hakata,wd,18,43
hakata,wd,18,54
hakata,wd,19,07
hakata,wd,19,14
hakata,wd,19,34
hakata,wd,19,43
hakata,wd,19,54
hakata,wd,20,07
hakata,wd,20,14
hakata,wd,20,34
hakata,wd,20,43
hakata,wd,20,54
hakata,wd,21,07
hakata,wd,21,14
hakata,wd,21,29
hakata,wd,21,34
hakata,wd,21,43
hakata,wd,21,54
hakata,wd,22,03
hakata,wd,22,14
hakata,wd,22,34
hakata,wd,22,43
hakata,wd,22,54
hakata,wd,23,22
hakata,wd,23,36
hakata,st,06,34
hakata,st,06,57
hakata,st,07,16
hakata,st,07,41
hakata,st,08,04
hakata,st,08,13
hakata,st,08,26
hakata,st,08,35
hakata,st,08,49
hakata,st,08,56
hakata,st,09,03
hakata,st,09,10
hakata,st,09,24
hakata,st,09,36
hakata,st,09,43
hakata,st,09,54
hakata,st,10,03
hakata,st,10,09
hakata,st,10,20
hakata,st,10,31
hakata,st,10,36
hakata,st,10,40
hakata,st,10,49
hakata,st,10,54
hakata,st,11,09
hakata,st,11,14
hakata,st,11,18
hakata,st,11,30
hakata,st,11,43
hakata,st,11,47
hakata,st,11,54
hakata,st,12,07
hakata,st,12,14
hakata,st,12,30
hakata,st,12,34
hakata,st,12,44
hakata,st,12,54
hakata,st,13,03
hakata,st,13,14
hakata,st,13,34
hakata,st,13,43
hakata,st,13,54
hakata,st,14,14
hakata,st,14,34
hakata,st,14,43
hakata,st,14,54
hakata,st,15,14
hakata,st,15,34
hakata,st,15,43
hakata,st,15,54
hakata,st,16,14
hakata,st,16,34
hakata,st,16,43
hakata,st,16,54
hakata,st,17,14
hakata,st,17,34
hakata,st,17,43
hakata,st,17,54
hakata,st,18,07
hakata,st,18,14
hakata,st,18,34
hakata,st,18,43
hakata,st,18,54
hakata,st,19,07
hakata,st,19,14
hakata,st,19,34
hakata,st,19,43
hakata,st,19,47
hakata,st,19,54
hakata,st,20,07
hakata,st,20,14
hakata,st,20,34
hakata,st,20,43
hakata,st,20,54
hakata,st,21,07
hakata,st,21,14
hakata,st,21,29
hakata,st,21,34
hakata,st,21,43
hakata,st,21,54
hakata,st,22,03
hakata,st,22,14
hakata,st,22,34
hakata,st,22,43
hakata,st,22,54
hakata,st,23,22
hakata,st,23,36
hakata,hd,06,34
hakata,hd,06,57
hakata,hd,07,16
hakata,hd,07,41
hakata,hd,08,04
hakata,hd,08,13
hakata,hd,08,26
hakata,hd,08,35
hakata,hd,08,49
hakata,hd,08,56
hakata,hd,09,03
hakata,hd,09,10
hakata,hd,09,24
hakata,hd,09,36
hakata,hd,09,43
hakata,hd,09,54
hakata,hd,10,03
hakata,hd,10,09
hakata,hd,10,20
hakata,hd,10,31
hakata,hd,10,36
hakata,hd,10,49
hakata,hd,10,54
hakata,hd,11,09
hakata,hd,11,14
hakata,hd,11,18
hakata,hd,11,30
hakata,hd,11,43
hakata,hd,11,47
hakata,hd,11,54
hakata,hd,12,07
hakata,hd,12,14
hakata,hd,12,30
hakata,hd,12,34
hakata,hd,12,44
hakata,hd,12,54
hakata,hd,13,14
hakata,hd,13,34
hakata,hd,13,43
hakata,hd,13,54
hakata,hd,14,14
hakata,hd,14,34
hakata,hd,14,43
hakata,hd,14,54
hakata,hd,15,14
hakata,hd,15,34
hakata,hd,15,43
hakata,hd,15,54
hakata,hd,16,14
hakata,hd,16,34
hakata,hd,16,43
hakata,hd,16,54
hakata,hd,17,07
hakata,hd,17,14
hakata,hd,17,34
hakata,hd,17,43
hakata,hd,17,54
hakata,hd,18,07
hakata,hd,18,14
hakata,hd,18,23
hakata,hd,18,34
hakata,hd,18,43
hakata,hd,18,54
hakata,hd,19,03
hakata,hd,19,07
hakata,hd,19,14
hakata,hd,19,23
hakata,hd,19,34
hakata,hd,19,43
hakata,hd,19,54
hakata,hd,20,07
hakata,hd,20,14
hakata,hd,20,23
hakata,hd,20,34
hakata,hd,20,43
hakata,hd,20,47
hakata,hd,20,54
hakata,hd,21,07
hakata,hd,21,14
hakata,hd,21,23
hakata,hd,21,29
hakata,hd,21,34
hakata,hd,21,43
hakata,hd,21,54
hakata,hd,22,03
hakata,hd,22,14
hakata,hd,22,23
hakata,hd,22,34
hakata,hd,22,43
hakata,hd,22,47
hakata,hd,22,54
hakata,hd,23,22
hakata,hd,23,26
hakata,hd,23,36
